"filename","measure","location","sex","age","cause","rei","metric","year","val","upper","lower"
"1","Deaths","North Africa and Middle East","Both","All ages","Pancreatic cancer","High fasting plasma glucose","Rate",1990,0.26099330669,0.52465147592,0.02763416296
"1","Deaths","North Africa and Middle East","Both","All ages","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.97919575849,1.85203710898,0.11168274357
"1","Deaths","South Asia","Both","All ages","Pancreatic cancer","All risk factors","Rate",1990,0.17420556183,0.26481839944,0.08842697326
"1","Deaths","South Asia","Both","All ages","Pancreatic cancer","All risk factors","Rate",2021,0.42043781826,0.68669200245,0.1597163385
"1","Deaths","South Asia","Both","All ages","Pancreatic cancer","High fasting plasma glucose","Rate",1990,0.10369575461,0.20184006029,0.01150879207
"1","Deaths","South Asia","Both","All ages","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.32512214434,0.61725680726,0.03567904613
"1","Deaths","North Africa and Middle East","Both","All ages","Pancreatic cancer","High body-mass index","Rate",1990,0.02017039062,0.06601456111,-0.00960298998
"1","Deaths","North Africa and Middle East","Both","All ages","Pancreatic cancer","High body-mass index","Rate",2021,0.15441415806,0.35227432014,0.00085038068
"1","Deaths","South Asia","Both","All ages","Pancreatic cancer","High body-mass index","Rate",1990,-0.0051387987,-0.0002222422,-0.00974307250999999
"1","Deaths","South Asia","Both","All ages","Pancreatic cancer","High body-mass index","Rate",2021,-0.00131469383,0.01566164807,-0.01143594047
"1","Deaths","North Africa and Middle East","Both","All ages","Pancreatic cancer","All risk factors","Rate",1990,0.48017890502,0.73888306682,0.25400465644
"1","Deaths","North Africa and Middle East","Both","All ages","Pancreatic cancer","All risk factors","Rate",2021,1.39061534511,2.19801581637,0.574440447
