"filename","measure","location","sex","age","cause","rei","metric","year","val","upper","lower"
"1","Deaths","Democratic People's Republic of Korea","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.89660352782,2.09317211565,0.04875480038
"1","Deaths","Democratic People's Republic of Korea","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.57658544647,1.27529805586,0.03740402746
"1","Deaths","Democratic People's Republic of Korea","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.248471936841489,0.27320445075668,0.223191973559916
"1","Deaths","Democratic People's Republic of Korea","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.0339817079540853,0.0441254614030966,0.0259268514192512
"1","Deaths","Democratic People's Republic of Korea","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,1.16893441729,1.63001724916,0.76365942108
"1","Deaths","Democratic People's Republic of Korea","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.09180329751,0.14629918303,0.04868102742
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.230282256803606,0.254007225480593,0.206990552209838
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0123244195994667,0.0162390379017471,0.009389986854663
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,2.04806094328,2.35733264672,1.75646291062
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.06726842505,0.09170065042,0.04973793881
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.323581821718694,0.348179312223087,0.2978168159645
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0458600126245325,0.0592819491209719,0.0345860620860013
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,1.27532614102,1.655084842,0.93122005708
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.14198880493,0.20140782822,0.09346608239
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.234989873868371,0.483953947739917,0.0153048224135368
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.229533688599544,0.474435978625626,0.0153956210954389
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.94241152605,2.0647268317,0.07365598108
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.88362998728,2.04994777411,0.06208549443
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.435646515371803,0.628999281704261,0.244448539979942
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.308464565182863,0.584581102986302,0.0418613359383632
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,3.87682531072,5.7005537807,2.1548552735
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.68252734007,3.15296025296,0.24006940733
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.271441603792104,0.291485030114868,0.250790617299783
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.0288093004450676,0.0369931523242462,0.0220050080483707
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,1.08948478244,1.45464428026,0.77652579094
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.11137487165,0.17242673156,0.06140376811
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.460860236024122,0.626385170634084,0.327360123752104
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.262082153902607,0.513879197810604,0.0551646257363783
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.81645453441,2.66968494035,1.16635280953
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.81280119328,1.67261408969,0.17334956278
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.283290077341668,0.306211669236368,0.260276849567064
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0448087713042142,0.0552536706625274,0.0348732654458393
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,2.08921678016,2.69326437354,1.5622604114
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.19178500387,0.26627282822,0.13180361388
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.323581821718694,0.348179312223087,0.2978168159645
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.0458600126245325,0.0592819491209719,0.0345860620860013
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,1.27532614102,1.655084842,0.93122005708
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.14198880493,0.20140782822,0.09346608239
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,-0.0097217218946124,0.0004603142382532,-0.0194548833579587
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,-0.007366824846386,0.004738517056042,-0.0177086785384296
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.03827597922,0.00188378717,-0.08002918325
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.02270207811,0.01427545179,-0.05471008019
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.283290077341668,0.306211669236368,0.260276849567064
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.0448087713042142,0.0552536706625273,0.0348732654458393
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,2.08921678016,2.69326437354,1.5622604114
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.19178500387,0.26627282822,0.13180361388
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.230282256803606,0.254007225480593,0.206990552209838
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.0123244195994666,0.0162390379017471,0.009389986854663
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,2.04806094328,2.35733264672,1.75646291062
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.06726842505,0.09170065042,0.04973793881
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.437873173829155,0.594753161998258,0.293164803776341
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.258746520037299,0.465845272188282,0.0610300825728359
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,3.22910389263,4.69000479068,1.9810914126
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.10860460178,2.11098186455,0.25211090501
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,0.0004703199890514,0.0234819486871771,-0.0140511794670829
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,0.0155982023630336,0.0503801834612349,-0.0070099391677337
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.00391471948,0.20334483967,-0.12482865542
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.08400515605,0.26679910327,-0.03954051678
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,-0.0036379925069949,0.0171042512980058,-0.0147541770859457
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,0.0076690883266625,0.0374577734497982,-0.0090322230268267
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.02789541826,0.11666132767,-0.1146173236
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.03224479392,0.14829836792,-0.03801881625
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Percent",2021,0.213617884953227,0.462281225748164,0.0190672909903881
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Percent",2021,0.232441978914183,0.498638678408582,0.0205595841585082
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.84192365527,1.87835272362,0.0683162658
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.72105570745,1.59971041757,0.05758562287
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Percent",2021,0.21835909126955,0.425624076496568,0.0249275813887149
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Percent",2021,0.219353636573363,0.42478347796137,0.0250750520536524
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,1.61133516501,3.21363098898,0.17219874465
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.94045813582,1.92368063016,0.10120892397
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Percent",2021,0.265758954183242,0.505240190605108,0.0314279478153096
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Percent",2021,0.289715607223323,0.556942750929083,0.0344698319262639
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,2.36681711364,4.5941605735,0.28550520387
"1","Deaths","Taiwan (Province of China)","Female","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,1.58093569822,3.02472320808,0.18700645183
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.271441603792104,0.291485030114868,0.250790617299783
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0288093004450676,0.0369931523242462,0.0220050080483707
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,1.08948478244,1.45464428026,0.77652579094
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.11137487165,0.17242673156,0.06140376811
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.443554171335116,0.631619196317611,0.282578751334113
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.251456622617752,0.489555965642111,0.0468938876138856
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.77973790182,2.71208323331,1.02962599865
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.96846115667,2.12477840777,0.18872577681
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.271441603792104,0.291485030114868,0.250790617299783
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.0288093004450676,0.0369931523242462,0.0220050080483707
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,1.08948478244,1.45464428026,0.77652579094
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.11137487165,0.17242673156,0.06140376811
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,-0.0090482689449848,0.0024608665966089,-0.0191453788006957
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","High body-mass index","Percent",2021,-0.0027301824546389,0.0145610674263454,-0.0134256279815071
"1","Deaths","Indonesia","Male","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.03647387923,0.00985034250999999,-0.08605559151
"1","Deaths","Indonesia","Female","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.01081672803,0.05541667416,-0.05755625481
"1","Deaths","Democratic People's Republic of Korea","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.248471936841489,0.27320445075668,0.223191973559916
"1","Deaths","Democratic People's Republic of Korea","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0339817079540853,0.0441254614030966,0.0259268514192512
"1","Deaths","Democratic People's Republic of Korea","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,1.16893441729,1.63001724916,0.76365942108
"1","Deaths","Democratic People's Republic of Korea","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.09180329751,0.14629918303,0.04868102742
"1","Deaths","Maldives","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.299979936753774,0.326568996444955,0.272540582331208
"1","Deaths","Maldives","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0458383526601799,0.0638343949055343,0.0339063896409111
"1","Deaths","Maldives","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.5440589103,0.68893408272,0.40842580439
"1","Deaths","Maldives","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.09283793665,0.13213689771,0.06166882105
"1","Deaths","Lao People's Democratic Republic","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.23590171805134,0.502194363317123,0.0168298119802639
"1","Deaths","Lao People's Democratic Republic","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.288442351512288,0.580477803465747,0.0248591763217406
"1","Deaths","Lao People's Democratic Republic","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.74726274369,1.67329748801,0.04845213624
"1","Deaths","Lao People's Democratic Republic","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.86134327104,1.98194759643,0.06248071977
"1","Deaths","Maldives","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.493822351283738,0.693109323817011,0.317954388905608
"1","Deaths","Maldives","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.328029053709596,0.616137300108657,0.0675633974888127
"1","Deaths","Maldives","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.89567676862,1.32982546828,0.53722377477
"1","Deaths","Maldives","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.66509028646,1.26881490624,0.1335643902
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.206173905969124,0.456414228997793,0.0103452278581285
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.226886846565249,0.493073208235428,0.0139275534737498
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.81262389882,1.84479443632,0.042377563
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.70397374396,1.5864218356,0.04213686145
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.215189554736385,0.429357797591148,0.0145655193526212
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.224473734984437,0.441046428152254,0.0202355148056935
"1","Deaths","China","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,1.58720327262,3.22989918444,0.10653941715
"1","Deaths","China","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.96190582002,1.99731944162,0.08274940002
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.308272854518602,0.57002212683197,0.0304066935677205
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.342122887132648,0.617098119342878,0.0377771517830381
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,1.04309092591,1.89145995384,0.10061188431
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.76496080369,1.38857623998,0.08897359428
"1","Deaths","Thailand","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.235511273268136,0.257627551288703,0.215037122836749
"1","Deaths","Thailand","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0312336262810093,0.0390461786115046,0.0237955850872664
"1","Deaths","Thailand","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,1.38017734992,1.90874254214,1.02454119214
"1","Deaths","Thailand","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.11682440404,0.16519531724,0.08034064559
"1","Deaths","Lao People's Democratic Republic","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.295492257232159,0.319180144210322,0.271552922154943
"1","Deaths","Lao People's Democratic Republic","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.0507208512343173,0.0649806357008805,0.0386356272702647
"1","Deaths","Lao People's Democratic Republic","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.93821917907,1.23583710017,0.67369166447
"1","Deaths","Lao People's Democratic Republic","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.15096876039,0.23734091544,0.09265878903
"1","Deaths","Philippines","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.230581220167116,0.252916165106628,0.210353137573064
"1","Deaths","Philippines","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0761828234930784,0.0915882838944185,0.0624599412010753
"1","Deaths","Philippines","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.8670797082,1.12703069073,0.68282720642
"1","Deaths","Philippines","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.24685598352,0.31919827013,0.18441725432
"1","Deaths","Philippines","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.393411027712542,0.576032282893617,0.237585128249428
"1","Deaths","Philippines","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.306722419070297,0.557962054165231,0.0944537409695171
"1","Deaths","Philippines","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.48048958742,2.34113650737,0.86983269166
"1","Deaths","Philippines","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.99400287862,1.83913979117,0.30021160051
"1","Deaths","Thailand","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.427667818178894,0.628641041321478,0.24734829825212
"1","Deaths","Thailand","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.306558960692783,0.58170788030786,0.0606717867874484
"1","Deaths","Thailand","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,2.50311869089,4.14693867645,1.38753514473
"1","Deaths","Thailand","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.14786771141,2.31016286852,0.20644649782
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.323581821718694,0.348179312223087,0.2978168159645
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.0458600126245325,0.0592819491209719,0.0345860620860013
"1","Deaths","Cambodia","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,1.27532614102,1.655084842,0.93122005708
"1","Deaths","Cambodia","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.14198880493,0.20140782822,0.09346608239
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.202127100287432,0.226591588405852,0.182790196506791
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","Smoking","Percent",2021,0.0263691984200071,0.0373130309171617,0.0184678205872608
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.68308871961,0.81615299701,0.56037679467
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.05904576963,0.08749188729,0.03642188699
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.202127100287432,0.226591588405852,0.182790196506791
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Percent",2021,0.0263691984200071,0.0373130309171617,0.0184678205872608
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.68308871961,0.81615299701,0.56037679467
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.05904576963,0.08749188729,0.03642188699
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.449235067337507,0.661740280181701,0.226992415342145
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","All risk factors","Percent",2021,0.359110537867583,0.627215763305935,0.0691951614379802
"1","Deaths","Malaysia","Male","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.51916475622,2.24404685244,0.75191137914
"1","Deaths","Malaysia","Female","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.8029759293,1.42259973794,0.15448078051
"1","Deaths","Democratic People's Republic of Korea","Male","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.248471936841489,0.27320445075668,0.223191973559916
"1","Deaths","Democratic People's Republic of Korea","Female","Age-standardized","Pancreatic cancer","Tobacco","Percent",2021,0.0339817079540853,0.0441254614030966,0.0259268514192512
"1","Deaths","Democratic People's Republic of Korea","Male","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,1.16893441729,1.63001724916,0.76365942108
"1","Deaths","Democratic People's Republic of Korea","Female","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.09180329751,0.14629918303,0.04868102742
"1","Deaths","Taiwan (Province of China)","Male","Age-standardized","Pancreatic cancer","Metabolic risks","Percent",2021,0.265589721230809,0.51062077769108,0.0229091182829761
