"filename","measure","location","sex","age","cause","rei","metric","year","val","upper","lower"
"1","Deaths","Lao People's Democratic Republic","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.80901997782,1.80358258755,0.05698359581
"1","Deaths","Maldives","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.790344356,1.3081097374,0.3574663251
"1","Deaths","Cambodia","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.74817664904,1.67372763472,0.043768521
"1","Deaths","China","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,1.24938805088,2.39725289015,0.09326098214
"1","Deaths","Malaysia","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.89996205957,1.61776177392,0.09659802838
"1","Deaths","Thailand","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.6943165978,0.94319640865,0.51508322012
"1","Deaths","Lao People's Democratic Republic","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.52290311739,0.69057155404,0.3730033559
"1","Deaths","Philippines","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.53905749811,0.6588817759,0.43505040409
"1","Deaths","Philippines","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.23115664292,2.02598916208,0.56528410691
"1","Deaths","Thailand","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.77201380668,3.13042060449,0.77948072409
"1","Deaths","Cambodia","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.59296514292,0.75845461102,0.43125228987
"1","Deaths","Malaysia","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.36857725255,0.44204526578,0.30233315425
"1","Deaths","Malaysia","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.36857725255,0.44204526578,0.30233315425
"1","Deaths","Malaysia","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.1557901617,1.81157211319,0.45650103846
"1","Deaths","Democratic People's Republic of Korea","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.5562914249,0.77585613686,0.3733154838
"1","Deaths","Taiwan (Province of China)","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,1.98287598066,3.90212030506,0.18333537845
"1","Deaths","China","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,1.08633086465,1.3846961158,0.82769325175
"1","Deaths","Taiwan (Province of China)","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.98674974084,1.13507921978,0.84420237428
"1","Deaths","Lao People's Democratic Republic","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.81841717029,1.8105508897,0.06647113723
"1","Deaths","Indonesia","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.92935382416,2.01592141683,0.08736408687
"1","Deaths","Viet Nam","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.37523251105,0.47388280171,0.28484730803
"1","Deaths","Viet Nam","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.79431524746,1.3892498446,0.379373845
"1","Deaths","Sri Lanka","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.14364129016,0.20930287401,0.08742021637
"1","Deaths","Timor-Leste","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.30377449577,0.40065644129,0.21690017908
"1","Deaths","Sri Lanka","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.5490821382,1.06404504693,0.17907218318
"1","Deaths","Myanmar","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.45849964356,0.61399056173,0.32757178672
"1","Deaths","Timor-Leste","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.71840872364,1.28831147597,0.30594594134
"1","Deaths","Myanmar","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.23453230706,2.14697531091,0.48337796808
"1","Deaths","Myanmar","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.90959213041,1.91829464795,0.06417485171
"1","Deaths","Timor-Leste","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.30377449577,0.40065644129,0.21690017908
"1","Deaths","Myanmar","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.45849964356,0.61399056173,0.32757178672
"1","Deaths","Timor-Leste","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.02546376857,-0.0017571659,-0.04971828762
"1","Deaths","Maldives","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.55102569184,1.13593340621,0.05529135952
"1","Deaths","Fiji","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.42151470665,0.57637521314,0.29412495933
"1","Deaths","Sri Lanka","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.44681879412,0.9870363716,0.04681856229
"1","Deaths","Fiji","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.59958503265,2.64148796244,0.60432615858
"1","Deaths","Sri Lanka","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.14364129016,0.20930287401,0.08742021637
"1","Deaths","Maldives","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.33403631748,0.42702869166,0.25330970397
"1","Deaths","Maldives","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.00014893892,0.03691845677,-0.02165180577
"1","Deaths","Timor-Leste","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.47935222324,1.09349222407,0.02439380774
"1","Deaths","Thailand","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,1.2444649106,2.61184697502,0.13979863452
"1","Deaths","Timor-Leste","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.30377449577,0.40065644129,0.21690017908
"1","Deaths","Philippines","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.53905749811,0.6588817759,0.43505040409
"1","Deaths","Philippines","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.80283500046,1.67743164278,0.07242630337
"1","Deaths","Philippines","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.00969310157,0.0786220852,-0.03445593241
"1","Deaths","Malaysia","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.36857725255,0.44204526578,0.30233315425
"1","Deaths","Malaysia","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.02105957369,0.08498404465,-0.02195093947
"1","Deaths","Thailand","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.6943165978,0.94319640865,0.51508322012
"1","Deaths","Maldives","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.55151136867,1.14611626862,0.04108438975
"1","Deaths","Thailand","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.0155414297,0.10944743644,-0.04630106412
"1","Deaths","Maldives","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.33403631748,0.42702869166,0.25330970397
"1","Deaths","Timor-Leste","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.49843203725,1.1184763426,0.04449524999
"1","Deaths","Kiribati","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.24189345303,0.33040419155,0.17052511196
"1","Deaths","Micronesia (Federated States of)","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.75883897569,1.02460245817,0.53539853059
"1","Deaths","Kiribati","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.64929565561,1.05191024104,0.29443871619
"1","Deaths","Philippines","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.80911600154,1.72150639357,0.05795113348
"1","Deaths","Micronesia (Federated States of)","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,2.08580025091,3.54913719589,0.83245883728
"1","Deaths","Philippines","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.53905749811,0.6588817759,0.43505040409
"1","Deaths","Samoa","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.50767233288,0.66604829758,0.39310763988
"1","Deaths","Samoa","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.78628742743,2.91670191593,0.68471479512
"1","Deaths","Thailand","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,1.25360480134,2.66359731504,0.10048313499
"1","Deaths","Viet Nam","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.37523251105,0.47388280171,0.28484730803
"1","Deaths","Thailand","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.6943165978,0.94319640865,0.51508322012
"2","Deaths","Lebanon","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.92131862612,1.25920426069,0.65223830549
"2","Deaths","Iraq","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.20441217179,0.4914028611,-0.0050766581
"2","Deaths","Morocco","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.15682226201,0.20874437674,0.11318415709
"2","Deaths","Kuwait","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.3163106397,0.6658530992,0.01643619818
"2","Deaths","Oman","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.15452434448,0.20717351295,0.11104203452
"2","Deaths","Qatar","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.52530239536,0.80073914948,0.34188032749
"2","Deaths","Algeria","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.0514330483,0.13510268084,-0.00431760238
"2","Deaths","Palestine","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.81670733825,0.99974412049,0.64896161454
"2","Deaths","Egypt","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.36420851166,0.78065364399,0.01348015888
"2","Deaths","Saudi Arabia","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.26537077025,0.34698272883,0.19892533064
"2","Deaths","Libya","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.44682126184,1.04483569438,0.01065396314
"2","Deaths","Morocco","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.03505707043,0.11096782462,-0.00919318121
"2","Deaths","Lebanon","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.21077432069,0.48522644392,-0.00120728116
"2","Deaths","Qatar","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.42582743304,0.95882011328,0.0154502356
"2","Deaths","Oman","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.09535364428,0.22197980268,0.00036051148
"2","Deaths","Palestine","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.28829754729,0.6666039421,0.00233077230999999
"2","Deaths","Saudi Arabia","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.20499848344,0.43972696001,0.00683274304
"2","Deaths","Syrian Arab Republic","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.53552249693,0.73490566942,0.36221822633
"2","Deaths","Syrian Arab Republic","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.71284219446,2.91327952387,0.62788130589
"2","Deaths","Tunisia","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.50293492195,0.70152748091,0.35523217726
"2","Deaths","Türkiye","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,1.23049673696,1.55196193324,0.92480046224
"2","Deaths","Türkiye","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,3.57911214879,5.78142993019,1.41510747458
"2","Deaths","United Arab Emirates","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.84738751147,1.13770784794,0.61243497337
"2","Deaths","United Arab Emirates","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,5.16789266438,8.3836406242,1.36323859977
"2","Deaths","Bangladesh","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.22416180741,0.32546342933,0.15086203587
"2","Deaths","Bangladesh","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.47839099192,0.81988838338,0.22725669215
"2","Deaths","India","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.1619133516,0.19217763649,0.1341886659
"2","Deaths","Angola","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.24399439286,0.34748364564,0.15874283709
"2","Deaths","Angola","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.88128160561,1.77666935653,0.26069839128
"2","Deaths","Central African Republic","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.14002848877,0.1971870047,0.09693491599
"2","Deaths","Central African Republic","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.68681366504,1.31784934117,0.18485404303
"2","Deaths","Yemen","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.27806612488,0.38355790395,0.17824398964
"2","Deaths","Afghanistan","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.15684240954,0.26530144143,0.09422027518
"2","Deaths","Bhutan","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.11752813179,0.18010016783,0.06843796903
"2","Deaths","Nepal","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.23493227709,0.35764707039,0.13678686197
"2","Deaths","Pakistan","Both","Age-standardized","Pancreatic cancer","Smoking","Rate",2021,0.18529857098,0.26714200009,0.13189904075
"2","Deaths","Yemen","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.71712229052,1.27607229278,0.28499408859
"2","Deaths","Afghanistan","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.11697525981,2.48063648048,0.24590109625
"2","Deaths","Bhutan","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.52232716726,1.01630425285,0.12538023545
"2","Deaths","Nepal","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.54154330309,0.99337957717,0.22786408919
"2","Deaths","Pakistan","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.59928483477,1.03982325919,0.20378530462
"2","Deaths","Türkiye","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,2.74582268629,5.1355290389,0.34576840502
"2","Deaths","Tunisia","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.99391065884,2.05730853327,0.11838690881
"2","Deaths","Yemen","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.51019201405,1.11136934805,0.0436907121
"2","Deaths","Tunisia","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,1.32529754957,2.29857953651,0.5536981604
"2","Deaths","United Arab Emirates","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,4.65736792207,8.01076851004,0.64871539913
"2","Deaths","Bangladesh","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.31041644357,0.64333509839,0.02741531992
"2","Deaths","Syrian Arab Republic","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,1.36370767833,2.64381529305,0.14452865245
"2","Deaths","Afghanistan","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,1.01054824457,2.3701308214,0.099124072
"2","Deaths","Bhutan","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.43768314132,0.9453034926,0.02946105478
"2","Deaths","Pakistan","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.47256087135,0.93709496955,0.04368968268
"2","Deaths","India","Both","Age-standardized","Pancreatic cancer","All risk factors","Rate",2021,0.55729423658,0.92126931134,0.19903494728
"2","Deaths","India","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.44156991547,0.85379314649,0.04432141174
"2","Deaths","Nepal","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.372852827,0.84166740925,0.02649663904
"2","Deaths","Central African Republic","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.58279882716,1.22297866946,0.05538251576
"2","Deaths","Angola","Both","Age-standardized","Pancreatic cancer","Metabolic risks","Rate",2021,0.69718887012,1.59609032632,0.03964483361
"2","Deaths","Tunisia","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.50293492195,0.70152748091,0.35523217726
"2","Deaths","Yemen","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.27806612488,0.38355790395,0.17824398964
"2","Deaths","United Arab Emirates","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.84738751147,1.13770784794,0.61243497337
"2","Deaths","Bangladesh","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.22416180741,0.32546342933,0.15086203587
"2","Deaths","Türkiye","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,1.23049673696,1.55196193324,0.92480046224
"2","Deaths","Pakistan","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.18529857098,0.26714200009,0.13189904075
"2","Deaths","Bhutan","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.11752813179,0.18010016783,0.06843796903
"2","Deaths","Afghanistan","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.15684240954,0.26530144143,0.09422027518
"2","Deaths","India","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.1619133516,0.19217763649,0.1341886659
"2","Deaths","Syrian Arab Republic","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.53552249693,0.73490566942,0.36221822633
"2","Deaths","Nepal","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.23493227709,0.35764707039,0.13678686197
"2","Deaths","Central African Republic","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.14002848877,0.1971870047,0.09693491599
"2","Deaths","Angola","Both","Age-standardized","Pancreatic cancer","Behavioral risks","Rate",2021,0.24399439286,0.34748364564,0.15874283709
"2","Deaths","Tunisia","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.50293492195,0.70152748091,0.35523217726
"2","Deaths","Tunisia","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.94348999825,1.97850047624,0.10232845178
"2","Deaths","Yemen","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.27806612488,0.38355790395,0.17824398964
"2","Deaths","Bhutan","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.11752813179,0.18010016783,0.06843796903
"2","Deaths","Afghanistan","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.15684240954,0.26530144143,0.09422027518
"2","Deaths","India","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.1619133516,0.19217763649,0.1341886659
"2","Deaths","Saudi Arabia","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,1.07933941268,2.08615774714,0.11731569808
"2","Deaths","India","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.4435072844,0.84825720697,0.0474306666
"2","Deaths","Pakistan","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.47261840707,0.9309819985,0.05635212885
"2","Deaths","Syrian Arab Republic","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.53552249693,0.73490566942,0.36221822633
"2","Deaths","Bangladesh","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.31633333097,0.64962586011,0.03630893523
"2","Deaths","Bhutan","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.43664107609,0.93681656964,0.03571435635
"2","Deaths","Yemen","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.48969193892,1.05530771736,0.0452022736
"2","Deaths","Afghanistan","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.98613523896,2.29615019095,0.10235088602
"2","Deaths","Türkiye","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,2.50703535988,4.78153770106,0.2804896851
"2","Deaths","Syrian Arab Republic","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,1.21948670985,2.4253012517,0.12055784841
"2","Deaths","Nepal","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.23493227709,0.35764707039,0.13678686197
"2","Deaths","Nepal","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,0.3799251584,0.84966173617,0.03489040367
"2","Deaths","United Arab Emirates","Both","Age-standardized","Pancreatic cancer","High fasting plasma glucose","Rate",2021,4.26998514948,7.59739563153,0.53228612232
"2","Deaths","Pakistan","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.18529857098,0.26714200009,0.13189904075
"2","Deaths","United Arab Emirates","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.84738751147,1.13770784794,0.61243497337
"2","Deaths","Türkiye","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,1.23049673696,1.55196193324,0.92480046224
"2","Deaths","Bangladesh","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.22416180741,0.32546342933,0.15086203587
"2","Deaths","Angola","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.24399439286,0.34748364564,0.15874283709
"2","Deaths","Central African Republic","Both","Age-standardized","Pancreatic cancer","Tobacco","Rate",2021,0.14002848877,0.1971870047,0.09693491599
"2","Deaths","Tunisia","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.08553653853,0.23958278628,-0.00733865141999999
"2","Deaths","Yemen","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.03055437193,0.09380729778,-0.00929723623
"2","Deaths","Afghanistan","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.04291259856,0.15212383653,-0.01376822967
"2","Deaths","Bhutan","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.00193002509,0.04014387131,-0.0185016699
"2","Deaths","Syrian Arab Republic","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.23476874868,0.54732089379,0.00761765972
"2","Deaths","Nepal","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.00993112838,0.00604901045,-0.02657943137
"2","Deaths","Türkiye","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.37913126588,0.88976808488,-0.00230662967
"2","Deaths","Pakistan","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.00105621141,0.0368172091,-0.01873754225
"2","Deaths","United Arab Emirates","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,0.6966523588,1.49100982807,0.02220349502
"3","Deaths","India","Both","Age-standardized","Pancreatic cancer","High body-mass index","Rate",2021,-0.00192608588999999,0.02055109949,-0.01491760196
